Spot_id,Lng,Lat
B6583,121.429893,31.361755
B6589,121.399773,31.278208
B6590,121.540298,30.936974
B6613,121.27256,31.376047
B6627,121.511055,31.083904
B6637,121.382309,31.187277
B6658,121.424797,31.122908
B6663,121.318481,31.464815
B6667,121.764259,31.217728
B6668,121.317375,31.297621
B6675,121.612518,31.535511
B6677,121.704498,30.9186
B6678,121.27623,31.137199
B6679,121.417198,31.264557
B6685,121.440315,31.315283
B6690,121.380157,30.788635
B6696,121.398369,30.889128
B6698,121.413162,31.259798
B6723,121.604286,31.312824
B6731,121.180847,31.198294
B6735,121.486847,31.120241
B6736,121.592209,31.075102
B6743,121.364815,31.14259
B6745,121.583046,31.051844
B6746,121.346779,30.829088
B6769,121.394562,31.223471
B6780,121.479172,31.173008
B6784,121.636024,31.240494
B6788,121.435272,31.339455
B6790,121.242828,31.037903
B6794,121.201782,31.152586
B6804,121.608337,31.293869
B6814,121.623383,31.269125
B6829,121.430809,31.268938
B6835,121.377289,31.100292
B6847,121.237541,31.002291
B6853,121.691086,31.172789
B6857,121.283646,30.805552
B6863,121.556519,31.18475
B6869,121.676743,31.184072
B6873,121.386818,31.269325
B6892,121.273361,31.112101
B6901,121.790932,31.362196
B6905,121.392502,31.241701
B6918,121.361923,31.383371
B6923,121.182877,31.43593
B6925,121.512581,31.180758
B6930,121.527153,31.284733
B6931,121.402885,31.110853
B6952,121.682129,31.235458
B6954,121.296799,31.797758
B6961,121.486748,30.981001
B6977,121.398849,30.940651
B6990,121.310776,31.251696
B6994,121.786499,31.000799
B6998,121.321342,30.942785
B7005,121.686951,31.260195
B7020,121.268219,31.264357
B7021,121.454239,31.307137
B7022,121.247971,31.331841
B7027,121.676414,31.223038
B7032,121.502541,31.286419
B7036,121.430122,31.191582
B7038,121.483353,31.19997
B7040,121.260429,31.029522
B7042,121.270004,31.24202
B7055,121.222778,31.253654
B7065,121.214661,30.969044
B7068,121.227394,31.392834
B7079,121.238014,31.287466
B7087,121.463478,31.261356
B7097,121.707382,31.190691
B7101,121.726486,31.213844
B7105,121.589539,31.273653
B7106,121.528076,31.193819
B7109,121.460426,31.400465
B7123,121.642632,31.19714
B7126,121.42067,31.124447
B7127,121.313828,30.93885
B7131,121.195839,31.428446
B7141,121.394661,31.700552
B7148,121.650635,31.21022
B7150,121.262428,31.194731
B7167,121.414001,31.341204
B7171,121.517639,31.013676
B7177,121.42968,31.013535
B7182,121.401932,31.302759
B7184,121.354294,31.374548
B7199,121.140495,31.199434
B7201,121.235779,31.015963
B7210,121.671509,31.582993
B7226,121.504784,31.179842
B7232,121.089554,31.268755
B7247,121.305916,31.259325
B7253,121.533516,31.041718
B7254,121.564186,31.146034
B7260,121.330162,31.761478
B7261,121.359055,31.204023
B7278,121.739761,30.972815
B7291,121.17675,30.826527
B7299,121.454178,31.260393
B7311,121.669991,31.195318
B7312,121.413574,31.626034
B7328,121.599396,31.278103
B7333,121.542168,31.272141
B7336,121.522697,31.356001
B7337,121.581566,31.253269
B7339,121.554039,31.185167
B7340,121.255119,31.454618
B7345,121.162773,31.10989
B7364,121.135811,31.03339
B7366,121.339478,31.283224
B7379,121.565659,31.228539
B7394,121.558487,31.189867
B7400,121.628258,31.159128
B7406,121.137939,31.036907
B7408,121.21241,30.997471
B7411,121.599129,31.248634
B7423,121.185753,30.882277
B7426,121.311462,31.073812
B7427,121.732376,31.25643
B7435,121.549438,31.314604
B7450,121.389076,31.38064
B7455,121.173325,31.321312
B7460,121.257408,31.398211
B7466,121.451622,31.308434
B7468,121.275574,31.422173
B7472,121.430298,31.278662
B7473,121.476814,31.272369
B7484,121.675201,31.588396
B7500,121.549965,31.242796
B7503,121.715332,31.005945
B7543,121.125343,31.138283
B7554,121.475975,31.325424
B7555,121.407501,31.308125
B7558,121.422981,30.840485
B7565,121.160828,31.149445
B7566,121.413101,31.370916
B7572,121.569191,31.134501
B7585,121.386345,31.629911
B7586,121.277153,31.350782
B7621,121.753418,31.127056
B7631,121.334869,31.323
B7638,121.532249,31.326366
B7660,121.768105,31.032694
B7663,121.505875,31.110609
B7678,121.458336,31.209467
B7701,121.682716,31.397188
B7704,121.661415,31.149323
B7707,121.275375,31.170876
B7710,121.30014,31.012314
B7711,121.398445,31.630552
B7722,121.723732,31.168394
B7723,121.405785,30.796503
B7724,121.494431,31.336246
B7728,121.294968,31.20075
B7740,121.663269,31.208597
B7743,121.286034,31.298407
B7744,121.726418,31.25588
B7754,121.526093,31.206579
B7756,121.635483,31.198633
B7761,121.306564,31.334202
B7773,121.536293,31.184584
B7783,121.414001,31.266245
B7794,121.397797,31.23004
B7795,121.236267,31.005659
B7815,121.277702,31.319088
B7816,121.338692,31.090157
B7839,121.731415,31.038961
B7840,121.706207,31.059191
B7858,121.432106,31.189781
B7867,121.507607,30.949871
B7877,121.320107,31.438643
B7881,121.562111,30.856895
B7884,121.45295,31.221949
B7905,121.567978,31.07226
B7915,121.134987,31.183432
B7916,121.431862,31.168777
B7921,121.448212,31.137421
B7929,121.492813,31.301971
B7966,121.507957,31.134798
B7970,121.573891,31.127813
B7979,121.27327,31.320185
B8009,121.786644,31.04797
B8020,121.481285,31.225496
B8031,121.407242,31.120955
B8034,121.348656,31.389313
B8074,121.339355,30.999361
B8083,121.20401,31.235191
B8084,121.384041,31.191072
B8103,121.230194,31.062365
B8105,121.684959,31.408291
B8112,121.471764,31.044485
B8115,121.502121,31.206131
B8116,121.527565,31.161615
B8118,121.655556,31.20369
B8131,121.344063,31.155018
B8136,121.405205,31.311981
B8160,121.499023,31.336477
B8161,121.425644,31.235125
B8162,121.389755,31.13644
B8167,121.537872,31.295893
B8173,121.349365,31.21143
B8175,121.70578,31.162104
B8184,121.706787,31.234177
B8186,121.489075,31.227699
B8191,121.277649,30.699039
B8202,121.725128,31.232111
B8203,121.476509,31.030504
B8220,121.131477,31.112167
B8224,121.727249,31.558033
B8241,121.394768,31.135567
B8245,121.266342,30.869944
B8257,121.397438,31.135441
B8264,121.481781,31.245741
B8265,121.427254,31.233667
B8266,121.556549,31.191845
B8270,121.23175,31.194483
B8284,121.368393,31.164921
B8288,121.533363,31.28331
B8292,121.538208,31.166378
B8294,121.457809,30.931719
B8297,121.435875,31.278898
B8302,121.520432,31.232576
B8311,121.346535,30.730106
B8316,121.402634,31.330294
B8327,121.239166,31.018839
B8341,121.379738,31.094202
B8344,121.388947,31.086042
B8348,121.54631,31.239466
B8349,121.374779,31.060766
B8356,121.1688,31.10548
B8358,121.838203,30.891495
B8363,121.522148,31.086836
B8369,121.092987,31.20927
B8373,121.347771,31.326456
B8375,121.463829,31.225441
B8380,121.251472,31.000668
B8384,121.403374,31.005301
B8391,121.413048,31.263927
B8412,121.30999,30.940437
B8415,121.587173,31.050806
B8442,121.738014,31.209572
B8448,121.284698,31.434217
B8450,121.427002,30.985102
B8451,121.563515,31.351801
B8479,121.713066,31.109356
B8480,121.392159,31.656557
B8481,121.160477,30.884411
B8488,121.402016,31.113031
B8489,121.111259,31.166668
B8510,121.596931,31.047377
B8534,121.374725,31.244289
B8557,121.484688,31.204363
B8558,121.447563,31.132284
B8566,121.516121,31.588638
B8567,121.62648,31.188232
B8568,121.236816,31.25535
B8584,121.497459,31.360704
B8590,121.36586,30.809423
B8593,121.224503,30.991262
B8599,121.631104,31.165215
B8605,120.91375,31.068336
B8612,121.462265,30.950043
B8619,121.307617,30.715776
B8621,121.808945,31.099833
B8634,121.746025,30.963949
B8638,121.774902,31.167095
B8641,121.431625,31.251238
B8642,121.439178,31.32325
B8653,121.562927,31.189669
B8654,121.563805,31.15435
B8657,121.584335,31.282417
B8668,121.399925,31.255648
B8683,121.21582,31.186916
B8684,121.441948,31.309614
B8700,121.218704,31.18642
B8702,121.418251,31.202253
B8704,121.631317,31.170616
B8706,121.410316,31.007061
B8707,121.223106,31.017395
B8729,121.288963,31.73275
B8731,121.558311,31.274405
B8733,121.613098,31.218714
B8744,121.366943,31.358015
B8750,121.010834,30.938219
B8754,121.383873,31.317659
B8759,121.398926,31.211618
B8762,121.474373,31.315203
B8766,121.4506,31.346317
B8767,121.45166,31.136511
B8770,121.041321,31.004742
B8785,121.561317,31.12225
B8788,121.543259,31.297609
B8799,121.557373,31.287548
B8813,121.549004,31.171358
B8818,121.55822,31.355783
B8826,121.396156,31.179953
B8832,121.585854,31.266605
B8840,121.332436,30.984272
B8856,121.46759,31.389318
B8860,121.526665,31.148777
B8863,121.562103,31.178835
B8915,121.573608,31.243914
B8918,121.437424,31.314442
B8930,121.50367,31.278261
B8935,121.641953,31.178156
B8941,121.461555,30.942688
B8950,121.41806,31.087067
B8966,121.278496,31.108871
B8993,121.603439,31.116377
B8997,121.613335,31.142008
B9019,121.447769,31.184357
B9022,121.526855,30.864719
B9033,121.315254,31.018641
B9035,121.187492,31.017471
B9038,121.743439,31.161736
B9039,121.445702,30.932936
B9044,121.233711,31.335257
B9052,121.302727,31.224447
B9053,121.366783,31.221102
B9085,121.381615,31.166431
B9092,121.354279,31.285437
B9103,121.53537,31.324968
B9116,121.479584,31.258877
B9119,121.288528,30.711142
B9130,121.423851,31.275408
B9131,121.349319,31.132807
B9145,121.465477,31.316849
B9154,121.532333,31.200735
B9158,121.398872,31.308046
B9159,121.440872,31.373058
B9160,121.778435,31.120216
B9190,121.436279,31.252169
B9192,121.364975,31.181463
B9213,121.845253,31.357151
B0011,121.407387,31.645763
B0020,121.530037,30.873211
B0023,121.513802,31.266443
B0025,121.45768,30.9125
B0026,121.056625,31.02825
B0034,121.908432,30.900209
B0035,121.154282,31.298086
B0037,121.604187,31.138172
B0042,121.664276,31.294504
B0051,121.596306,31.20223
B0053,121.435249,31.261383
B0060,121.198151,31.094383
B0062,121.22757,31.811359
B0064,120.922279,31.03632
B0074,121.494202,31.289511
B0090,121.289268,31.20763
B0091,121.55191,31.290323
B0095,121.351044,31.138714
B0101,121.828819,31.356995
B0102,121.437927,30.821745
B0112,121.021469,30.973501
B0128,121.4944,31.118792
B0129,120.924637,31.115929
B0130,121.690308,31.104801
B0137,121.43441,31.200245
B0139,121.474983,31.318014
B0152,121.587074,31.025574
B0154,121.417496,31.139751
B0156,121.745911,30.884575
B0164,121.288681,31.11351
B0166,120.960762,31.07196
B0167,121.102821,31.172678
B0168,121.523766,31.311544
B0178,121.592499,30.9415
B0190,121.309425,31.212591
B0194,121.420746,31.289024
B0196,121.382927,31.156017
B0204,121.635956,31.18862
B0210,121.094757,31.26335
B0222,121.544792,31.365128
B0244,121.491341,31.140942
B0255,121.730637,30.944216
B0259,121.470512,31.197748
B0260,121.434265,31.130592
B0265,121.420586,31.00222
B0267,121.672424,31.533634
B0278,121.434212,31.624542
B0287,121.592621,31.081657
B0308,121.536751,31.256147
B0311,121.401756,31.221706
B0314,121.364983,31.679169
B0334,121.266609,31.41132
B0347,121.616684,31.161444
B0355,121.384224,31.246609
B0356,121.233337,30.775644
B0385,121.258011,31.193335
B0396,121.52742,31.226013
B0404,121.360893,31.397243
B0423,121.39772,30.995794
B0427,121.675522,31.274569
B0436,121.891251,30.884037
B0439,121.492874,31.312847
B0444,121.39753,31.009874
B0450,121.743484,30.971666
B0457,121.399261,31.348139
B0458,121.230309,31.181723
B0461,121.259033,31.457966
B0475,121.377762,31.104811
B0478,121.530998,30.82715
B0479,121.572571,31.265848
B0487,121.348366,30.73304
B0488,121.490097,31.348265
B0500,121.414825,31.70743
B0501,121.729935,31.269592
B0513,121.275711,31.163853
B0514,121.376419,30.76318
B0516,121.4608,31.199348
B0517,121.504768,31.144968
B0555,121.712891,31.584974
B0563,120.987831,31.050003
B0566,121.463158,31.019482
B0567,121.506172,31.088524
B0568,121.542564,31.36425
B0573,121.35672,31.171038
B0578,121.503471,31.389973
B0601,121.424294,31.255396
B0603,121.12944,31.104679
B0608,121.175529,31.352207
B0615,121.169434,31.325195
B0618,121.250435,30.871353
B0620,121.322136,31.296583
B0624,121.263107,31.073832
B0630,121.08638,31.244312
B0638,121.632446,31.240324
B0639,121.432007,31.372246
B0642,121.389374,31.10914
B0677,121.218094,30.847982
B0679,121.263275,31.017134
B0680,121.447189,30.911533
B0700,121.476669,31.19364
B0708,121.328545,31.477234
B0722,121.097984,31.149599
B0740,121.473122,31.609751
B0749,121.413513,30.931406
B0753,121.252266,31.226322
B0756,121.262558,31.107985
B0761,121.457359,31.187822
B0766,121.505669,31.243965
B0793,121.693611,31.391947
B0794,121.269302,31.192806
B0802,121.465691,31.330967
B0807,121.438164,31.270029
B0808,121.811768,31.060951
B0809,121.197189,31.779171
B0820,121.797668,30.99847
B0828,121.112144,31.181908
B0844,121.340218,31.086329
B0859,121.126564,31.141102
B0862,121.2966,31.163418
B0867,121.095947,31.195717
B0877,120.878227,31.11894
B0879,121.57589,31.291479
B0884,121.422562,31.220001
B0904,121.420563,31.392458
B0908,121.175171,31.185232
B0924,121.42688,31.333107
B0938,121.359901,31.231382
B0952,121.828499,30.899811
B0957,121.429474,31.228786
B0958,121.380211,31.048765
B0976,121.389519,30.953142
B0980,121.389023,31.2644
B0983,121.636101,31.081532
B0987,121.517982,30.958544
B0989,121.468925,31.208715
B0995,121.394897,31.356964
B1008,121.407013,31.18997
B1026,121.805595,30.932632
B1041,121.431099,31.042244
B1043,121.119453,31.15695
B1056,121.490791,30.925877
B1058,121.349464,31.208263
B1065,121.74086,31.098303
B1067,121.542747,31.227716
B1069,121.535706,31.318424
B1082,121.406044,31.246109
B1092,121.112274,30.984457
B1107,121.257515,31.063078
B1122,121.170082,31.09877
B1125,121.04464,31.027838
B1126,121.418495,31.043659
B1133,121.228752,31.016624
B1136,121.383667,31.285023
B1146,121.616478,31.28133
B1149,121.524628,30.835352
B1156,121.457047,31.245762
B1160,121.458504,31.287094
B1162,121.447838,31.324553
B1165,121.29303,31.196444
B1169,121.564751,31.114658
B1198,121.316566,31.134844
B1203,121.356026,31.026711
B1215,121.703125,31.196949
B1223,121.588684,31.249212
B1225,121.756325,31.046358
B1259,121.801575,31.091515
B1260,121.486946,31.091476
B1279,121.697662,30.964199
B1282,121.373421,31.314369
B1287,121.224442,31.126732
B1289,121.3946,31.147934
B1302,121.166534,31.28688
B1307,121.413536,31.093355
B1316,121.281013,31.328447
B1317,121.349777,31.668835
B1319,121.39817,31.105562
B1321,121.296638,31.818699
B1322,121.216263,31.275982
B1325,121.433548,31.104076
B1332,121.219086,31.76351
B1337,121.633606,31.318201
B1338,121.00647,31.090652
B1358,121.305626,31.20793
B1360,121.447319,31.259405
B1361,121.206635,31.43751
B1363,121.034813,31.047241
B1393,121.44593,31.251684
B1398,121.64505,31.181385
B1400,121.420708,31.202225
B1401,121.37941,31.270775
B1411,121.219223,30.997591
B1414,121.274612,31.271389
B1436,121.311295,31.012768
B1438,121.471893,31.361507
B1442,121.266747,31.389833
B1462,121.596336,31.546135
B1464,121.250107,31.43746
B1467,121.68145,31.390575
B1491,121.589485,31.066839
B1492,121.310402,31.106785
B1493,121.695084,31.234962
B1494,121.018089,30.893515
B1495,121.44239,31.233564
B1503,121.430275,30.896328
B1509,121.564377,31.225946
B1515,121.781792,31.589909
B1519,121.53434,31.002647
B1526,121.479431,31.199678
B1529,121.509773,31.154428
B1531,121.234413,31.062052
B1538,121.013802,31.01487
B1556,121.47345,31.213953
B1572,121.075264,31.119982
B1586,121.572334,31.250566
B1613,121.354485,31.082417
B1615,121.262512,31.003008
B1620,121.477043,31.643194
B1626,121.614952,31.255234
B1630,121.57946,31.200788
B1631,121.436867,31.16921
B1646,121.510895,30.953907
B1650,121.535538,31.045038
B1659,121.295227,31.411432
B1666,121.514618,31.228792
B1667,121.34304,31.690062
B1675,121.363708,31.364227
B1680,121.433846,31.183052
B1684,121.537064,31.09754
B1688,121.568886,31.127449
B1691,121.415642,31.180798
B1692,121.465866,30.95911
B1703,121.300781,30.778723
B1709,121.378304,30.742971
B1714,121.408043,31.361099
B1716,121.265846,31.02677
B1745,121.696861,31.201578
B1747,121.459694,30.901583
B1748,121.521164,30.922453
B1751,121.333939,31.426815
B1755,121.278618,31.225092
B1770,121.387161,31.202106
B1771,121.477623,31.20579
B1774,121.305626,30.993587
B1782,121.382263,31.109873
B1790,121.189774,31.114483
B1813,121.225212,31.220718
B1818,121.196892,31.191378
B1827,121.381531,31.39613
B1828,121.401253,31.735138
B1837,121.334328,31.01108
B1842,121.418686,31.16754
B1845,121.500511,31.25222
B1857,121.134438,31.235035
B1889,121.534454,30.977053
B1892,121.134064,31.119877
B1895,121.330017,31.294907
B1900,121.487694,31.39432
B1909,121.456657,30.889114
B1910,121.039886,31.120514
B1911,121.402534,31.127594
B1916,121.520935,31.269302
B1925,121.298904,31.311466
B1940,121.408112,31.322664
B1946,121.726135,30.940289
B1986,121.383339,31.16157
B1992,121.404305,31.124043
B2011,121.157997,31.175108
B2035,121.83989,30.887779
B2046,121.727753,31.216644
B2052,121.403053,31.29357
B2053,121.46006,31.223024
B2069,121.115463,31.14427
B2073,121.268578,31.77022
B2084,121.254822,31.370668
B2085,121.391312,30.786945
B2086,121.380325,31.218859
B2092,121.181595,31.327023
B2095,121.515526,31.08378
B2097,121.737465,31.368835
B2099,121.404144,31.335135
B2103,121.314484,31.297791
B2112,121.472977,31.008856
B2113,121.602127,31.151783
B2120,121.743607,31.207857
B2123,121.680481,31.555227
B2126,121.456039,30.94199
B2129,121.514427,31.200527
B2133,121.054367,30.838932
B2137,121.389656,30.999445
B2150,121.354759,31.06399
B2153,121.123268,31.147192
B2164,121.386375,31.066856
B2165,121.492607,31.146748
B2167,121.417664,31.262041
B2172,121.954727,31.520414
B2174,121.134048,31.146955
B2177,121.451973,31.10076
B2182,121.245621,31.384418
B2187,121.709946,31.202391
B2190,121.052551,31.06661
B2191,121.740898,31.113277
B2208,121.621109,31.337133
B2209,121.517845,31.07704
B2210,121.617996,31.289228
B2229,121.377083,31.207434
B2230,121.264915,31.323668
B2234,121.26265,30.746761
B2243,121.332802,31.271132
B2261,121.688614,31.609434
B2263,121.365921,30.762056
B2270,121.562622,31.205662
B2273,121.400574,31.312487
B2297,121.205406,30.97986
B2315,121.339699,31.315025
B2349,121.396431,30.959154
B2351,121.613182,31.203461
B2359,121.567986,31.196558
B2375,121.438927,31.198467
B2381,121.240059,31.373075
B2402,121.25148,31.42942
B2411,121.348068,31.411308
B2431,121.424965,31.409821
B2435,121.409561,31.665062
B2443,121.180298,31.430359
B2446,121.500931,31.280035
B2458,121.259987,31.347935
B2459,121.249458,31.275026
B2461,121.522499,31.258583
B2467,121.479675,31.212214
B2478,121.852936,31.321423
B2482,121.07061,31.022144
B2484,121.333961,31.106375
B2489,121.552216,31.209833
B2490,121.486839,31.204445
B2504,121.132622,31.077736
B2509,121.402153,31.454084
B2510,121.670059,31.393728
B2517,121.084198,31.119101
B2522,121.409187,31.031494
B2529,121.640022,31.273136
B2539,121.460297,31.293913
B2542,121.092155,30.938187
B2552,121.369637,31.215656
B2562,121.101929,31.1315
B2579,121.505707,31.165203
B2613,121.404869,31.300167
B2615,121.538628,31.299213
B2618,121.17762,31.153341
B2633,121.538048,31.193941
B2634,121.205536,31.263205
B2645,121.3927,31.324751
B2653,121.401245,30.768045
B2655,121.033386,30.829456
B2679,121.669876,31.247295
B2707,121.769524,31.127882
B2717,121.763901,31.044678
B2722,121.367821,31.074924
B2728,121.775139,31.042313
B2729,121.758141,31.524
B2733,121.189301,31.169287
B2742,121.733315,31.12196
B2744,121.557861,30.818249
B2751,121.446007,30.993469
B2753,121.492638,31.256737
B2759,121.4207,31.228849
B2763,121.568192,31.18981
B2765,121.367516,31.353743
B2766,121.410965,31.269804
B2770,121.398483,31.331596
B2772,121.59816,31.281094
B2774,121.172607,30.977976
B2778,121.350517,31.769619
B2780,121.374695,30.989754
B2783,121.395927,31.247021
B2784,121.372627,31.2157
B2786,121.497078,30.988008
B2792,121.266052,31.214308
B2805,121.183731,31.042938
B2818,121.519371,31.237385
B2821,121.122383,31.1544
B2828,121.554008,31.224316
B2833,121.379868,31.23772
B2835,121.12233,31.062243
B2838,121.316833,31.132126
B2839,121.428635,31.627905
B2847,121.812706,31.093237
B2852,121.339012,31.133554
B2855,121.621643,31.534061
B2879,121.620438,31.262606
B2885,121.24678,30.815218
B2893,121.539742,31.043903
B2905,121.233147,30.937672
B2913,121.116043,31.000996
B2926,121.356598,31.143484
B2927,121.189697,30.907297
B2933,121.534477,31.275076
B2935,121.657784,31.00816
B2943,121.055519,31.041815
B2947,121.397705,31.627865
B2958,121.871262,31.023666
B2964,121.681213,31.289455
B3000,121.353371,31.406475
B3005,121.488091,31.624371
B3006,121.450195,31.224594
B3008,121.479614,31.202112
B3017,121.537247,30.884624
B3019,121.357536,30.723442
B3026,121.331886,30.749247
B3029,121.538437,31.229622
B3052,121.297127,30.738068
B3065,121.478485,31.268465
B3082,121.215515,31.017504
B3087,121.338051,31.220139
B3096,121.424423,31.261086
B3102,121.205246,31.416578
B3105,121.270042,31.114557
B3108,121.53154,31.024099
B3111,121.27636,31.028551
B3119,121.237251,31.013517
B3133,121.314285,31.11799
B3137,121.397324,31.095728
B3141,121.390884,31.267832
B3143,121.387878,31.133528
B3144,121.518005,31.157173
B3154,121.44632,31.23683
B3160,121.783401,31.056967
B3164,121.528473,31.277214
B3176,121.538193,31.319801
B3184,121.497627,30.846073
B3192,121.452293,31.347647
B3193,121.530945,31.32361
B3194,121.449493,31.666977
B3197,121.325569,31.301815
B3200,121.53035,31.630236
B3209,121.393906,31.319477
B3211,121.549316,30.936014
B3216,121.217514,31.311014
B3218,121.339439,31.421095
B3221,121.542229,30.978409
B3237,121.462563,31.19553
B3245,121.530792,31.239407
B3246,121.290085,31.326092
B3258,121.821404,31.075659
B3260,121.575676,31.347651
B3262,121.4786,31.28558
B3274,121.58799,31.348001
B3280,121.422974,31.277851
B3309,121.291229,31.023806
B3313,121.402107,31.275938
B3345,121.729218,31.025759
B3354,121.647018,30.906401
B3361,121.75663,30.885437
B3370,121.488426,31.263409
B3379,121.326973,31.08115
B3383,121.890213,30.980301
B3391,121.560089,31.184826
B3392,121.355492,31.425774
B3401,121.619293,30.900566
B3418,121.478806,31.271196
B3429,121.387444,31.385925
B3441,121.110191,31.257746
B3450,121.626747,31.199594
B3454,121.390366,31.251534
B3455,121.241592,31.030188
B3464,121.256111,31.167017
B3477,121.243629,31.288595
B3485,121.179123,30.828014
B3488,121.328705,31.132595
B3499,121.154518,31.112757
B3505,121.498428,31.145647
B3519,121.81546,31.122208
B3520,121.54081,31.028742
B3527,120.983253,31.02495
B3531,121.568565,31.227953
B3539,121.39463,31.252575
B3555,121.421082,31.010218
B3569,121.549057,31.237274
B3577,121.300941,31.061771
B3581,121.50518,31.072987
B3582,121.516312,31.179981
B3584,121.151878,31.302799
B3587,121.502655,31.005053
B3590,121.515419,31.298655
B3592,121.305344,31.323904
B3602,121.262444,31.166979
B3622,121.506973,31.273502
B3626,121.446335,31.197464
B3654,121.41375,31.239336
B3702,121.490044,30.814833
B3716,121.374557,31.235235
B3725,121.508278,31.197744
B3726,121.001007,30.836681
B3730,121.294334,31.168083
B3732,121.700821,31.20348
B3741,121.501045,30.984886
B3749,121.375633,31.1628
B3765,121.750061,31.001402
B3767,121.44593,31.36342
B3776,121.251839,31.01268
B3781,121.721939,31.145422
B3783,121.37764,31.096136
B3785,121.314682,31.330402
B3790,121.282524,31.273539
B3793,121.471062,31.151302
B3795,121.068657,30.952709
B3798,121.672684,31.234488
B3801,121.677773,31.617767
B3806,121.307274,31.129076
B3818,121.324677,31.329306
B3819,121.202232,30.996704
B3823,121.553741,30.97151
B3830,121.543282,31.577831
B3833,121.51265,31.121668
B3837,121.456985,31.264601
B3845,121.157402,31.379705
B3849,121.372559,31.129683
B3851,121.689735,31.633747
B3863,121.322121,31.126381
B3866,121.421898,31.235991
B3890,121.547745,31.558882
B3900,121.742027,31.518162
B3901,121.404915,30.982944
B3904,121.377434,31.290983
B3906,121.373795,31.039488
B3915,121.482964,31.262251
B3927,121.659691,31.088036
B3932,121.276825,31.175116
B3949,121.548256,31.350315
B3951,121.403725,31.261032
B3966,121.460991,30.937569
B3972,121.693665,31.271025
B3976,121.154793,31.155397
B3977,121.440796,31.229561
B3980,121.456116,31.042648
B3996,121.396637,31.329041
B4000,121.701103,31.187729
B4005,121.278687,31.20669
B4009,121.729912,30.99531
B4012,121.499405,31.259888
B4020,121.387756,31.025749
B4024,121.339127,31.23255
B4025,121.523438,31.142975
B4031,121.343796,31.370056
B4034,121.512901,30.850157
B4036,121.681747,31.509251
B4060,121.73008,31.223818
B4062,121.233986,31.431528
B4077,121.47155,31.34338
B4101,121.509644,31.190735
B4127,121.423584,31.209656
B4129,121.444061,31.267269
B4134,121.096985,31.157337
B4136,121.622025,31.162207
B4151,121.329239,31.219172
B4162,121.676109,31.295216
B4165,121.32753,31.249556
B4182,121.445808,31.128103
B4184,121.424583,30.7931
B4214,121.418221,31.639847
B4217,121.525047,31.197842
B4221,121.53904,31.15535
B4223,121.459419,31.172766
B4228,121.456299,31.271133
B4245,121.457382,31.190823
B4258,121.543884,31.181803
B4263,121.096291,31.166004
B4289,121.280762,31.182352
B4290,121.370293,31.363802
B4291,121.513565,31.107428
B4292,121.206024,31.270432
B4297,121.541565,31.310928
B4305,121.446388,31.172031
B4312,121.514595,31.102222
B4316,121.59623,31.033424
B4323,121.458656,31.201874
B4330,121.611198,31.14415
B4343,121.650078,31.238871
B4348,121.292191,31.026352
B4356,121.33197,31.184271
B4370,121.516808,31.286932
B4386,121.57122,31.123755
B4387,121.725281,31.508524
B4389,121.583572,31.284639
B4391,121.482155,31.165384
B4397,121.455414,31.058893
B4408,121.267647,31.081266
B4425,121.327003,31.114166
B4436,120.943817,31.072338
B4438,121.301247,31.320539
B4454,121.413971,31.056824
B4463,121.30883,31.480156
B4470,121.311066,31.207426
B4473,121.334785,30.803629
B4493,121.584602,31.08605
B4503,121.522507,31.189562
B4504,121.359009,31.392263
B4512,121.421417,31.144876
B4515,121.027374,31.024525
B4529,121.737511,30.891016
B4536,121.449455,30.906166
B4548,121.274857,31.189302
B4564,120.926071,31.122683
B4592,121.437386,31.381645
B4602,121.549049,31.144783
B4603,121.580269,31.28994
B4607,121.271606,31.249289
B4613,121.508278,31.268141
B4616,121.423897,31.347775
B4626,121.40004,31.012566
B4627,121.327461,31.211082
B4634,121.816093,31.05225
B4670,121.467773,31.317608
B4678,121.43882,31.302299
B4683,121.081886,31.048187
B4694,121.723389,31.202881
B4703,121.356552,31.307106
B4705,121.749786,30.971632
B4712,121.890335,30.887897
B4718,121.206383,30.872938
B4721,121.251778,31.224907
B4740,121.442719,31.339796
B4753,121.524849,31.194332
B4774,121.473251,30.914061
B4796,121.371712,31.048588
B4800,121.430717,31.221151
B4811,121.306892,31.435768
B4824,121.162376,31.299898
B4833,121.022095,31.115072
B4840,121.760262,31.37484
B4846,121.384537,31.280304
B4859,121.374908,30.755753
B4864,121.363388,31.236498
B4874,121.547798,30.893785
B4886,121.431343,31.388063
B4889,121.758537,31.172253
B4901,121.325104,30.886576
B4905,121.531235,31.280586
B4914,121.520714,31.313938
B4920,121.531914,31.182371
B4926,121.428314,31.13813
B4931,121.336266,31.258762
B4935,121.14772,30.806843
B4949,121.516777,31.215452
B4960,121.296906,30.862568
B4962,121.587418,31.289547
B4963,121.19207,31.022718
B4966,121.401581,31.121391
B4988,121.523643,31.277283
B4993,121.398415,31.196468
B4997,121.790634,31.179661
B4998,121.393669,31.101374
B5002,121.127693,31.157406
B5012,121.456375,30.916367
B5022,121.38163,31.116051
B5024,121.481499,30.870874
B5039,121.710999,31.239859
B5054,121.336502,30.731207
B5063,121.558746,31.249769
B5065,121.405373,31.212076
B5076,121.412781,31.236151
B5077,121.735176,31.231947
B5081,121.751129,31.145805
B5094,121.505913,30.913321
