Order_id,Spot_id,Site_id,Num
F2291,B2485,A028,35
F2292,B2491,A028,10
F2293,B2511,A028,48
F2294,B2538,A028,14
F2295,B2609,A028,24
F2296,B2631,A028,63
F2297,B2840,A028,27
F2298,B3084,A028,24
F2299,B3090,A028,37
F2300,B3130,A028,25
F2301,B3163,A028,36
F2302,B3270,A028,23
F2303,B3289,A028,30
F2304,B3355,A028,54
F2305,B3393,A028,23
F2306,B3431,A028,52
F2307,B3608,A028,27
F2308,B3625,A028,22
F2309,B3682,A028,25
F2310,B3724,A028,11
F2311,B3737,A028,7
F2312,B3751,A028,10
F2313,B3905,A028,27
F2314,B3955,A028,32
F2315,B4221,A028,19
F2316,B4330,A028,19
F2317,B4386,A028,37
F2318,B4440,A028,25
F2319,B4484,A028,24
F2320,B4489,A028,30
F2321,B4491,A028,30
F2322,B4602,A028,28
F2323,B4709,A028,25
F2324,B4722,A028,12
F2325,B4813,A028,33
F2326,B4839,A028,7
F2327,B4922,A028,24
F2328,B5197,A028,15
F2329,B5230,A028,39
F2330,B5298,A028,19
F2331,B5366,A028,29
F2332,B5380,A028,10
F2333,B5469,A028,27
F2334,B5485,A028,30
F2335,B5499,A028,39
F2336,B5534,A028,40
F2337,B5578,A028,15
F2338,B5706,A028,27
F2339,B5893,A028,10
F2340,B5965,A028,59
F2341,B5979,A028,7
F2342,B6015,A028,29
F2343,B6021,A028,24
F2344,B6035,A028,58
F2345,B6060,A028,16
F2346,B6236,A028,40
F2347,B6289,A028,42
F2348,B6379,A028,4
F2349,B6400,A028,14
F2350,B6405,A028,27
F2351,B6541,A028,18
F2352,B6612,A028,6
F2353,B6614,A028,34
F2354,B6705,A028,24
F2355,B6737,A028,28
F2356,B6783,A028,29
F2357,B6803,A028,34
F2358,B6831,A028,57
F2359,B6893,A028,27
F2360,B6960,A028,58
F2361,B6986,A028,29
F2362,B7084,A028,18
F2363,B7136,A028,52
F2364,B7254,A028,15
F2365,B7380,A028,7
F2366,B7383,A028,21
F2367,B7392,A028,25
F2368,B7461,A028,11
F2369,B7470,A028,10
F2370,B7518,A028,28
F2371,B7572,A028,32
F2372,B7667,A028,13
F2373,B7802,A028,9
F2374,B7847,A028,33
F2375,B7868,A028,21
F2376,B7899,A028,3
F2377,B7969,A028,8
F2378,B7970,A028,33
F2379,B8019,A028,9
F2380,B8078,A028,46
F2381,B8081,A028,9
F2382,B8142,A028,34
F2383,B8216,A028,11
F2384,B8516,A028,23
F2385,B8519,A028,28
F2386,B8556,A028,11
F2387,B8640,A028,29
F2388,B8650,A028,56
F2389,B8654,A028,27
F2390,B8661,A028,16
F2391,B8785,A028,30
F2392,B8813,A028,29
F2393,B8852,A028,32
F2394,B8997,A028,29
F2395,B9007,A028,12
F2396,B9184,A028,17
F2397,B0071,A029,12
F2398,B0078,A029,30
F2399,B0176,A029,31
F2400,B0545,A029,21
F2401,B0556,A029,17
F2402,B0620,A029,59
F2403,B1075,A029,10
F2404,B1282,A029,31
F2405,B1323,A029,14
F2406,B1388,A029,29
F2407,B1420,A029,32
F2408,B1571,A029,38
F2409,B1600,A029,12
F2410,B1895,A029,13
F2411,B1915,A029,60
F2412,B1976,A029,16
F2413,B2030,A029,21
F2414,B2315,A029,13
F2415,B2397,A029,6
F2416,B2440,A029,6
F2417,B2616,A029,24
F2418,B2955,A029,11
F2419,B2963,A029,56
F2420,B3051,A029,4
F2421,B3100,A029,13
F2422,B3197,A029,18
F2423,B3273,A029,10
F2424,B3479,A029,15
F2425,B3493,A029,3
F2426,B3522,A029,50
F2427,B3609,A029,23
F2428,B3638,A029,48
F2429,B3705,A029,14
F2430,B3744,A029,5
F2431,B3836,A029,33
F2432,B3925,A029,9
F2433,B4703,A029,15
F2434,B4911,A029,55
F2435,B4989,A029,26
F2436,B5089,A029,37
F2437,B5096,A029,14
F2438,B5494,A029,23
F2439,B5688,A029,10
F2440,B5756,A029,37
F2441,B5766,A029,9
F2442,B5785,A029,36
F2443,B5879,A029,17
F2444,B5930,A029,36
F2445,B6127,A029,14
F2446,B6390,A029,17
F2447,B6406,A029,23
F2448,B6710,A029,47
F2449,B6733,A029,10
F2450,B6786,A029,9
F2451,B6827,A029,39
F2452,B6928,A029,20
F2453,B7029,A029,19
F2454,B7217,A029,7
F2455,B7302,A029,13
F2456,B7366,A029,6
F2457,B7564,A029,36
F2458,B7569,A029,25
F2459,B7631,A029,19
F2460,B7643,A029,25
F2461,B7904,A029,32
F2462,B7908,A029,43
F2463,B8014,A029,15
F2464,B8030,A029,33
F2465,B8126,A029,24
F2466,B8127,A029,5
F2467,B8179,A029,5
F2468,B8373,A029,4
F2469,B8738,A029,49
F2470,B8756,A029,7
F2471,B8760,A029,8
F2472,B8960,A029,21
F2473,B0041,A030,8
F2474,B0044,A030,32
F2475,B0068,A030,14
F2476,B0138,A030,28
F2477,B0148,A030,16
F2478,B0243,A030,20
F2479,B0273,A030,8
F2480,B0293,A030,14
F2481,B0294,A030,14
F2482,B0328,A030,13
F2483,B0341,A030,8
F2484,B0528,A030,3
F2485,B0599,A030,13
F2486,B0672,A030,22
F2487,B0677,A030,12
F2488,B0721,A030,7
F2489,B0776,A030,1
F2490,B0822,A030,10
F2491,B0827,A030,6
F2492,B0852,A030,30
F2493,B0876,A030,17
F2494,B0925,A030,13
F2495,B0973,A030,24
F2496,B0997,A030,13
F2497,B1006,A030,3
F2498,B1047,A030,7
F2499,B1063,A030,33
F2500,B1138,A030,4
F2501,B1182,A030,2
F2502,B1218,A030,44
F2503,B1219,A030,4
F2504,B1270,A030,39
F2505,B1334,A030,14
F2506,B1396,A030,17
F2507,B1431,A030,6
F2508,B1494,A030,22
F2509,B1562,A030,13
F2510,B1602,A030,1
F2511,B1702,A030,2
F2512,B1734,A030,5
F2513,B1750,A030,33
F2514,B1759,A030,1
F2515,B1761,A030,19
F2516,B1765,A030,19
F2517,B1849,A030,13
F2518,B1877,A030,7
F2519,B1879,A030,7
F2520,B1885,A030,1
F2521,B1919,A030,2
F2522,B1944,A030,5
F2523,B1950,A030,9
F2524,B1964,A030,5
F2525,B2039,A030,30
F2526,B2051,A030,4
F2527,B2093,A030,8
F2528,B2119,A030,3
F2529,B2133,A030,4
F2530,B2185,A030,14
F2531,B2466,A030,4
F2532,B2542,A030,10
F2533,B2554,A030,6
F2534,B2586,A030,4
F2535,B2600,A030,8
F2536,B2644,A030,14
F2537,B2655,A030,1
F2538,B2694,A030,8
F2539,B2735,A030,12
F2540,B2747,A030,8
F2541,B2781,A030,4
F2542,B2789,A030,13
F2543,B2826,A030,3
F2544,B2829,A030,3
F2545,B2927,A030,7
F2546,B2976,A030,6
F2547,B3050,A030,30
F2548,B3078,A030,7
F2549,B3135,A030,3
F2550,B3136,A030,5
F2551,B3159,A030,16
F2552,B3185,A030,11
F2553,B3204,A030,28
F2554,B3228,A030,12
F2555,B3250,A030,29
F2556,B3269,A030,4
F2557,B3305,A030,4
F2558,B3362,A030,9
F2559,B3485,A030,26
F2560,B3521,A030,4
F2561,B3560,A030,32
F2562,B3574,A030,22
F2563,B3648,A030,11
F2564,B3726,A030,1
F2565,B3729,A030,4
F2566,B3754,A030,18
F2567,B3788,A030,20
F2568,B3789,A030,7
F2569,B3795,A030,4
F2570,B3826,A030,3
F2571,B3893,A030,14
F2572,B3909,A030,10
F2573,B3953,A030,5
F2574,B4044,A030,18
F2575,B4056,A030,5
F2576,B4105,A030,1
F2577,B4154,A030,2
F2578,B4173,A030,2
F2579,B4220,A030,13
F2580,B4259,A030,7
F2581,B4261,A030,2
F2582,B4265,A030,17
F2583,B4268,A030,2
F2584,B4282,A030,30
F2585,B4293,A030,21
F2586,B4296,A030,31
F2587,B4430,A030,2
F2588,B4472,A030,17
F2589,B4513,A030,20
F2590,B4572,A030,7
F2591,B4604,A030,12
F2592,B4608,A030,17
F2593,B4718,A030,2
F2594,B4869,A030,7
F2595,B4915,A030,3
F2596,B4935,A030,2
F2597,B5006,A030,2
F2598,B5079,A030,10
F2599,B5185,A030,26
F2600,B5244,A030,30
F2601,B5251,A030,28
F2602,B5314,A030,7
F2603,B5343,A030,3
F2604,B5352,A030,2
F2605,B5358,A030,2
F2606,B5383,A030,20
F2607,B5415,A030,17
F2608,B5455,A030,2
F2609,B5514,A030,43
F2610,B5540,A030,1
F2611,B5576,A030,5
F2612,B5700,A030,3
F2613,B5815,A030,2
F2614,B5865,A030,4
F2615,B5899,A030,22
F2616,B5938,A030,18
F2617,B5973,A030,9
F2618,B5986,A030,7
F2619,B6017,A030,27
F2620,B6085,A030,2
F2621,B6153,A030,1
F2622,B6201,A030,9
F2623,B6204,A030,3
F2624,B6220,A030,5
F2625,B6255,A030,39
F2626,B6288,A030,4
F2627,B6291,A030,3
F2628,B6337,A030,2
F2629,B6389,A030,3
F2630,B6439,A030,4
F2631,B6441,A030,19
F2632,B6447,A030,6
F2633,B6522,A030,10
F2634,B6526,A030,6
F2635,B6654,A030,11
F2636,B6665,A030,21
F2637,B6899,A030,1
F2638,B6932,A030,2
F2639,B6975,A030,1
F2640,B7014,A030,7
F2641,B7146,A030,10
F2642,B7211,A030,20
F2643,B7291,A030,23
F2644,B7343,A030,6
F2645,B7348,A030,6
F2646,B7356,A030,25
F2647,B7357,A030,3
F2648,B7414,A030,2
F2649,B7423,A030,1
F2650,B7471,A030,6
F2651,B7537,A030,20
F2652,B7575,A030,11
F2653,B7578,A030,2
F2654,B7738,A030,2
F2655,B7771,A030,1
F2656,B7791,A030,4
F2657,B7890,A030,11
F2658,B7941,A030,3
F2659,B7993,A030,9
F2660,B8076,A030,8
F2661,B8119,A030,5
F2662,B8139,A030,2
F2663,B8146,A030,11
F2664,B8187,A030,18
F2665,B8236,A030,4
F2666,B8352,A030,1
F2667,B8405,A030,6
F2668,B8417,A030,1
F2669,B8440,A030,3
F2670,B8481,A030,26
F2671,B8648,A030,2
F2672,B8663,A030,6
F2673,B8694,A030,9
F2674,B8713,A030,4
F2675,B8714,A030,3
F2676,B8750,A030,1
F2677,B8764,A030,1
F2678,B8776,A030,26
F2679,B8782,A030,3
F2680,B8874,A030,8
F2681,B8888,A030,4
F2682,B8907,A030,23
F2683,B8916,A030,14
F2684,B8925,A030,22
F2685,B8974,A030,1
F2686,B9001,A030,1
F2687,B9043,A030,4
F2688,B9076,A030,3
F2689,B9151,A030,4
F2690,B9205,A030,4
F2691,B0013,A031,44
F2692,B0046,A031,3
F2693,B0099,A031,3
F2694,B0119,A031,39
F2695,B0174,A031,13
F2696,B0218,A031,20
F2697,B0235,A031,3
F2698,B0267,A031,15
F2699,B0278,A031,30
F2700,B0284,A031,5
F2701,B0296,A031,2
F2702,B0384,A031,22
F2703,B0389,A031,7
F2704,B0390,A031,19
F2705,B0417,A031,14
F2706,B0500,A031,3
F2707,B0552,A031,16
F2708,B0553,A031,2
F2709,B0555,A031,7
F2710,B0562,A031,8
F2711,B0646,A031,6
F2712,B0652,A031,13
F2713,B0675,A031,7
F2714,B0716,A031,9
F2715,B0740,A031,4
F2716,B0745,A031,13
F2717,B0840,A031,5
F2718,B0849,A031,5
F2719,B0897,A031,7
F2720,B0916,A031,10
F2721,B0934,A031,7
F2722,B0970,A031,5
F2723,B1046,A031,2
F2724,B1120,A031,2
F2725,B1179,A031,17
F2726,B1194,A031,2
F2727,B1264,A031,6
F2728,B1277,A031,32
F2729,B1286,A031,5
F2730,B1340,A031,5
F2731,B1357,A031,5
F2732,B1364,A031,19
F2733,B1366,A031,5
F2734,B1462,A031,8
F2735,B1515,A031,1
F2736,B1528,A031,7
F2737,B1536,A031,5
F2738,B1620,A031,4
F2739,B1686,A031,7
F2740,B1752,A031,3
F2741,B1796,A031,5
F2742,B1816,A031,12
F2743,B1828,A031,3
F2744,B1860,A031,10
F2745,B1933,A031,19
F2746,B1949,A031,2
F2747,B1951,A031,25
F2748,B2072,A031,1
F2749,B2123,A031,8
F2750,B2143,A031,18
F2751,B2149,A031,2
F2752,B2217,A031,2
F2753,B2223,A031,1
F2754,B2231,A031,3
F2755,B2258,A031,1
F2756,B2261,A031,1
F2757,B2266,A031,17
F2758,B2272,A031,2
F2759,B2283,A031,4
F2760,B2293,A031,1
F2761,B2304,A031,23
F2762,B2309,A031,5
F2763,B2370,A031,4
F2764,B2399,A031,9
F2765,B2435,A031,1
F2766,B2465,A031,7
F2767,B2487,A031,8
F2768,B2492,A031,2
F2769,B2497,A031,18
F2770,B2498,A031,3
F2771,B2514,A031,4
F2772,B2532,A031,7
F2773,B2563,A031,8
F2774,B2577,A031,35
F2775,B2762,A031,6
F2776,B2855,A031,24
F2777,B2907,A031,2
F2778,B2936,A031,6
F2779,B2957,A031,13
F2780,B2988,A031,6
F2781,B3005,A031,9
F2782,B3098,A031,3
F2783,B3167,A031,5
F2784,B3194,A031,5
F2785,B3200,A031,2
F2786,B3225,A031,1
F2787,B3247,A031,4
F2788,B3252,A031,1
F2789,B3287,A031,4
F2790,B3293,A031,5
F2791,B3463,A031,15
F2792,B3547,A031,6
F2793,B3603,A031,2
F2794,B3618,A031,3
F2795,B3641,A031,3
F2796,B3674,A031,2
F2797,B3759,A031,7
F2798,B3800,A031,3
F2799,B3801,A031,2
F2800,B3830,A031,2
F2801,B3851,A031,3
F2802,B3869,A031,3
F2803,B3877,A031,5
F2804,B3889,A031,4
F2805,B3890,A031,11
F2806,B3935,A031,20
F2807,B4036,A031,5
F2808,B4071,A031,2
F2809,B4085,A031,5
F2810,B4099,A031,9
F2811,B4142,A031,2
F2812,B4160,A031,11
F2813,B4177,A031,9
F2814,B4216,A031,22
F2815,B4244,A031,4
F2816,B4272,A031,4
F2817,B4301,A031,10
F2818,B4324,A031,3
F2819,B4338,A031,1
F2820,B4361,A031,2
F2821,B4362,A031,7
F2822,B4374,A031,2
F2823,B4434,A031,9
F2824,B4660,A031,12
F2825,B4717,A031,2
F2826,B4852,A031,2
F2827,B4992,A031,5
F2828,B5123,A031,6
F2829,B5158,A031,1
F2830,B5175,A031,2
F2831,B5248,A031,4
F2832,B5255,A031,69
F2833,B5274,A031,11
F2834,B5303,A031,9
F2835,B5307,A031,4
F2836,B5315,A031,2
F2837,B5393,A031,2
F2838,B5443,A031,1
F2839,B5502,A031,3
F2840,B5506,A031,2
F2841,B5596,A031,1
F2842,B5627,A031,55
F2843,B5674,A031,3
F2844,B5694,A031,4
F2845,B5857,A031,1
F2846,B5912,A031,3
F2847,B5921,A031,22
F2848,B6049,A031,5
F2849,B6067,A031,7
F2850,B6068,A031,3
F2851,B6073,A031,9
F2852,B6074,A031,13
F2853,B6081,A031,7
F2854,B6167,A031,4
F2855,B6168,A031,6
F2856,B6230,A031,3
F2857,B6250,A031,2
F2858,B6277,A031,5
F2859,B6314,A031,3
F2860,B6421,A031,2
F2861,B6454,A031,10
F2862,B6483,A031,11
F2863,B6621,A031,2
F2864,B6647,A031,11
F2865,B6675,A031,28
F2866,B6703,A031,10
F2867,B6725,A031,3
F2868,B6757,A031,1
F2869,B6839,A031,4
F2870,B6848,A031,7
F2871,B6880,A031,3
F2872,B6985,A031,4
F2873,B7000,A031,2
F2874,B7002,A031,3
F2875,B7016,A031,8
F2876,B7023,A031,2
F2877,B7060,A031,18
F2878,B7069,A031,2
F2879,B7071,A031,23
F2880,B7141,A031,1
F2881,B7176,A031,2
F2882,B7189,A031,4
F2883,B7210,A031,1
F2884,B7241,A031,2
F2885,B7298,A031,2
F2886,B7332,A031,3
F2887,B7438,A031,2
F2888,B7484,A031,1
F2889,B7496,A031,2
F2890,B7750,A031,1
F2891,B7788,A031,6
F2892,B7789,A031,5
F2893,B7897,A031,2
F2894,B7911,A031,1
F2895,B7931,A031,8
F2896,B7937,A031,1
F2897,B7975,A031,22
F2898,B7989,A031,11
F2899,B8061,A031,5
F2900,B8224,A031,1
F2901,B8249,A031,7
F2902,B8498,A031,3
F2903,B8504,A031,2
F2904,B8535,A031,2
F2905,B8566,A031,7
F2906,B8583,A031,1
F2907,B8592,A031,1
F2908,B8691,A031,11
F2909,B8923,A031,3
F2910,B9036,A031,1
F2911,B9106,A031,3
F2912,B9109,A031,1
F2913,B9152,A031,2
F2914,B0079,A032,18
F2915,B0149,A032,14
F2916,B0252,A032,20
F2917,B0383,A032,4
F2918,B0520,A032,5
F2919,B0525,A032,18
F2920,B0618,A032,12
F2921,B0632,A032,5
F2922,B0690,A032,15
F2923,B0944,A032,13
F2924,B0992,A032,5
F2925,B1123,A032,7
F2926,B1402,A032,5
F2927,B1504,A032,19
F2928,B1789,A032,16
F2929,B1979,A032,5
F2930,B2111,A032,6
F2931,B2179,A032,4
F2932,B2519,A032,8
F2933,B2905,A032,6
F2934,B2925,A032,14
F2935,B2949,A032,7
F2936,B2981,A032,30
F2937,B3028,A032,28
F2938,B3085,A032,28
F2939,B3472,A032,15
F2940,B3670,A032,20
F2941,B3683,A032,11
F2942,B3827,A032,4
F2943,B3848,A032,3
F2944,B3902,A032,8
F2945,B3960,A032,8
F2946,B4593,A032,17
F2947,B4733,A032,1
F2948,B4781,A032,11
F2949,B5132,A032,14
F2950,B5138,A032,2
F2951,B5143,A032,6
F2952,B5265,A032,5
F2953,B5278,A032,6
F2954,B5280,A032,7
F2955,B5372,A032,5
F2956,B5493,A032,1
F2957,B5670,A032,1
F2958,B5854,A032,12
F2959,B5903,A032,3
F2960,B6240,A032,3
F2961,B6295,A032,5
F2962,B6339,A032,2
F2963,B6427,A032,12
F2964,B6513,A032,4
F2965,B6774,A032,2
F2966,B6881,A032,5
F2967,B6998,A032,24
F2968,B7127,A032,30
F2969,B7238,A032,4
F2970,B7563,A032,1
F2971,B7715,A032,1
F2972,B7772,A032,12
F2973,B7960,A032,2
F2974,B8071,A032,8
F2975,B8152,A032,5
F2976,B8201,A032,6
F2977,B8214,A032,9
F2978,B8233,A032,2
F2979,B8245,A032,2
F2980,B8401,A032,5
F2981,B8412,A032,6
F2982,B8432,A032,16
F2983,B8443,A032,14
F2984,B8886,A032,22
F2985,B8964,A032,11
F2986,B8967,A032,4
F2987,B9026,A032,1
F2988,B0051,A033,31
F2989,B0111,A033,18
F2990,B0219,A033,31
F2991,B0605,A033,76
F2992,B0623,A033,47
F2993,B0890,A033,48
F2994,B0985,A033,58
F2995,B1233,A033,60
F2996,B1630,A033,4
F2997,B1995,A033,38
F2998,B1997,A033,37
F2999,B2012,A033,35
F3000,B2028,A033,33
F3001,B2049,A033,2
F3002,B2132,A033,57
F3003,B2350,A033,25
F3004,B2359,A033,24
F3005,B2599,A033,3
F3006,B2763,A033,31
F3007,B2892,A033,28
F3008,B3097,A033,23
F3009,B3106,A033,42
F3010,B3125,A033,32
F3011,B3174,A033,49
F3012,B3391,A033,33
F3013,B3446,A033,20
F3014,B3659,A033,21
F3015,B3886,A033,32
F3016,B4010,A033,38
F3017,B4156,A033,7
F3018,B4188,A033,10
F3019,B4738,A033,38
F3020,B4808,A033,12
F3021,B4817,A033,60
F3022,B5395,A033,12
F3023,B5531,A033,8
F3024,B5808,A033,25
F3025,B5936,A033,38
F3026,B6246,A033,17
F3027,B6657,A033,12
F3028,B6863,A033,27
F3029,B6866,A033,17
F3030,B6874,A033,27
F3031,B7001,A033,14
F3032,B7114,A033,43
F3033,B7249,A033,31
F3034,B7959,A033,3
F3035,B8211,A033,7
F3036,B8452,A033,22
F3037,B8575,A033,24
F3038,B8581,A033,28
F3039,B8586,A033,4
F3040,B8653,A033,50
F3041,B8749,A033,18
F3042,B8786,A033,12
F3043,B8863,A033,34
F3044,B8973,A033,34
F3045,B9013,A033,5
F3046,B9132,A033,21
F3047,B0121,A034,19
F3048,B0197,A034,3
F3049,B0358,A034,46
F3050,B0464,A034,65
F3051,B0718,A034,46
F3052,B0774,A034,23
F3053,B0894,A034,32
F3054,B0935,A034,27
F3055,B1005,A034,55
F3056,B1128,A034,42
F3057,B1146,A034,23
F3058,B1265,A034,16
F3059,B1372,A034,30
F3060,B1500,A034,17
F3061,B2130,A034,73
F3062,B2210,A034,36
F3063,B2249,A034,7
F3064,B2356,A034,33
F3065,B2630,A034,10
F3066,B2640,A034,34
F3067,B2664,A034,32
F3068,B2743,A034,22
F3069,B2768,A034,45
F3070,B2772,A034,32
F3071,B2959,A034,33
F3072,B3064,A034,6
F3073,B3117,A034,8
F3074,B3129,A034,46
F3075,B3274,A034,14
F3076,B3475,A034,7
F3077,B3536,A034,12
F3078,B3963,A034,6
F3079,B3992,A034,17
F3080,B4120,A034,46
F3081,B4199,A034,63
F3082,B4481,A034,34
F3083,B4550,A034,33
F3084,B4623,A034,31
F3085,B4672,A034,14
F3086,B4945,A034,43
F3087,B5074,A034,59
F3088,B5098,A034,40
F3089,B5219,A034,19
F3090,B5235,A034,30
F3091,B5264,A034,33
F3092,B5335,A034,29
F3093,B5396,A034,26
F3094,B5544,A034,25
F3095,B5610,A034,54
F3096,B5637,A034,21
F3097,B5825,A034,33
F3098,B5984,A034,63
F3099,B6019,A034,33
F3100,B6080,A034,59
F3101,B6158,A034,33
F3102,B6350,A034,29
F3103,B6455,A034,28
F3104,B6723,A034,3
F3105,B6804,A034,39
F3106,B6817,A034,30
F3107,B7324,A034,25
F3108,B7338,A034,24
F3109,B7375,A034,38
F3110,B7525,A034,33
F3111,B7656,A034,28
F3112,B7801,A034,31
F3113,B7810,A034,11
F3114,B7917,A034,8
F3115,B8248,A034,22
F3116,B8386,A034,1
F3117,B8425,A034,7
F3118,B8497,A034,13
F3119,B8784,A034,44
F3120,B0006,A035,16
F3121,B0069,A035,30
F3122,B0083,A035,21
F3123,B0108,A035,19
F3124,B0122,A035,38
F3125,B0164,A035,40
F3126,B0323,A035,15
F3127,B0350,A035,13
F3128,B0376,A035,15
F3129,B0408,A035,36
F3130,B0424,A035,37
F3131,B0513,A035,97
F3132,B0584,A035,37
F3133,B0681,A035,56
F3134,B0730,A035,13
F3135,B0756,A035,29
F3136,B0862,A035,41
F3137,B0900,A035,21
F3138,B0998,A035,24
F3139,B1062,A035,28
F3140,B1192,A035,6
F3141,B1287,A035,6
F3142,B1351,A035,18
F3143,B1440,A035,35
F3144,B1468,A035,23
F3145,B1492,A035,39
F3146,B1516,A035,61
F3147,B1679,A035,30
F3148,B1707,A035,20
F3149,B1732,A035,26
F3150,B1740,A035,48
F3151,B1773,A035,83
F3152,B1784,A035,20
F3153,B1848,A035,47
F3154,B1850,A035,9
F3155,B1927,A035,15
F3156,B1967,A035,7
F3157,B2010,A035,8
F3158,B2110,A035,21
F3159,B2134,A035,43
F3160,B2253,A035,16
F3161,B2302,A035,38
F3162,B2310,A035,42
F3163,B2324,A035,16
F3164,B2393,A035,23
F3165,B2407,A035,6
F3166,B2445,A035,41
F3167,B2683,A035,23
F3168,B2761,A035,6
F3169,B2775,A035,32
F3170,B2810,A035,10
F3171,B2873,A035,11
F3172,B2948,A035,61
F3173,B2982,A035,10
F3174,B3063,A035,54
F3175,B3105,A035,34
F3176,B3133,A035,7
F3177,B3169,A035,6
F3178,B3179,A035,17
F3179,B3183,A035,34
F3180,B3189,A035,15
F3181,B3259,A035,14
F3182,B3367,A035,18
F3183,B3425,A035,28
F3184,B3464,A035,13
F3185,B3483,A035,33
F3186,B3494,A035,9
F3187,B3540,A035,8
F3188,B3558,A035,27
F3189,B3602,A035,22
F3190,B3680,A035,19
F3191,B3730,A035,26
F3192,B3806,A035,20
F3193,B3911,A035,10
F3194,B3932,A035,25
F3195,B3948,A035,10
F3196,B4270,A035,17
F3197,B4289,A035,3
F3198,B4298,A035,13
F3199,B4373,A035,42
F3200,B4419,A035,70
F3201,B4466,A035,26
F3202,B4518,A035,8
F3203,B4586,A035,10
F3204,B4686,A035,47
F3205,B4831,A035,9
F3206,B4843,A035,9
F3207,B4845,A035,21
F3208,B4878,A035,16
F3209,B4903,A035,11
F3210,B4927,A035,27
F3211,B5009,A035,47
F3212,B5019,A035,48
F3213,B5056,A035,20
F3214,B5108,A035,20
F3215,B5114,A035,25
F3216,B5181,A035,23
F3217,B5215,A035,22
F3218,B5353,A035,13
F3219,B5367,A035,24
F3220,B5456,A035,29
F3221,B5539,A035,55
F3222,B5590,A035,37
F3223,B5597,A035,29
F3224,B5647,A035,16
F3225,B5654,A035,44
F3226,B5666,A035,4
F3227,B5690,A035,33
F3228,B5707,A035,21
F3229,B5937,A035,15
F3230,B5963,A035,15
F3231,B6057,A035,23
F3232,B6097,A035,33
F3233,B6122,A035,11
F3234,B6178,A035,20
F3235,B6258,A035,30
F3236,B6362,A035,26
F3237,B6384,A035,32
F3238,B6465,A035,35
F3239,B6611,A035,23
F3240,B6673,A035,34
F3241,B6678,A035,5
F3242,B6691,A035,15
F3243,B6885,A035,15
F3244,B6892,A035,29
F3245,B6971,A035,9
F3246,B7043,A035,72
F3247,B7103,A035,14
F3248,B7269,A035,7
F3249,B7350,A035,39
F3250,B7422,A035,36
F3251,B7453,A035,20
F3252,B7479,A035,13
F3253,B7506,A035,30
F3254,B7553,A035,7
F3255,B7579,A035,8
F3256,B7679,A035,12
F3257,B7707,A035,35
F3258,B7714,A035,11
F3259,B7732,A035,2
F3260,B7787,A035,17
F3261,B7871,A035,22
F3262,B7906,A035,30
F3263,B7935,A035,22
F3264,B8104,A035,22
F3265,B8154,A035,3
F3266,B8157,A035,3
F3267,B8189,A035,8
F3268,B8209,A035,7
F3269,B8225,A035,19
F3270,B8395,A035,6
F3271,B8604,A035,25
F3272,B8635,A035,3
F3273,B8837,A035,9
F3274,B8839,A035,6
F3275,B8890,A035,20
F3276,B8901,A035,1
F3277,B8965,A035,29
F3278,B8966,A035,26
F3279,B9051,A035,21
F3280,B0045,A036,33
F3281,B0153,A036,38
F3282,B0382,A036,46
F3283,B0656,A036,22
F3284,B0888,A036,34
F3285,B1061,A036,21
F3286,B1162,A036,87
F3287,B1199,A036,32
F3288,B1253,A036,46
F3289,B1506,A036,38
F3290,B1554,A036,47
F3291,B1722,A036,78
F3292,B1826,A036,55
F3293,B2405,A036,33
F3294,B2512,A036,34
F3295,B2698,A036,51
F3296,B2889,A036,36
F3297,B2950,A036,32
F3298,B3015,A036,54
F3299,B3103,A036,44
F3300,B3349,A036,55
F3301,B3351,A036,43
F3302,B3735,A036,65
F3303,B3853,A036,17
F3304,B4145,A036,24
F3305,B4175,A036,31
F3306,B4280,A036,48
F3307,B4336,A036,36
F3308,B4474,A036,56
F3309,B4809,A036,39
F3310,B4882,A036,85
F3311,B4967,A036,47
F3312,B5090,A036,41
F3313,B5145,A036,47
F3314,B5295,A036,32
F3315,B5699,A036,37
F3316,B5719,A036,46
F3317,B5736,A036,45
F3318,B5975,A036,39
F3319,B5977,A036,20
F3320,B5991,A036,44
F3321,B6191,A036,39
F3322,B6646,A036,60
F3323,B6685,A036,56
F3324,B6740,A036,42
F3325,B7021,A036,42
F3326,B7428,A036,28
F3327,B7466,A036,25
F3328,B7765,A036,12
F3329,B8040,A036,46
F3330,B8251,A036,28
F3331,B8255,A036,50
F3332,B8322,A036,49
F3333,B8642,A036,22
F3334,B8684,A036,30
F3335,B8845,A036,19
F3336,B8918,A036,45
F3337,B8948,A036,25
F3338,B8962,A036,29
F3339,B9167,A036,10
F3340,B0047,A037,38
F3341,B0158,A037,28
F3342,B0175,A037,20
F3343,B0265,A037,30
F3344,B0340,A037,23
F3345,B0357,A037,24
F3346,B0474,A037,6
F3347,B0571,A037,46
F3348,B0619,A037,20
F3349,B0657,A037,33
F3350,B0752,A037,59
F3351,B0778,A037,7
F3352,B0930,A037,2
F3353,B0942,A037,46
F3354,B1032,A037,59
F3355,B1037,A037,16
F3356,B1041,A037,66
F3357,B1048,A037,7
F3358,B1088,A037,7
F3359,B1126,A037,27
F3360,B1139,A037,24
F3361,B1174,A037,46
F3362,B1293,A037,47
F3363,B1353,A037,9
F3364,B1370,A037,33
F3365,B1428,A037,28
