Order_id,Spot_id,Shop_id,Pickup_time,Delivery_time,Num
E0668,B2181,S218,11:57,13:27,2
E0669,B2766,S218,12:19,13:49,3
E0670,B2766,S218,15:42,17:12,3
E0671,B2063,S015,13:17,14:47,1
E0672,B2773,S218,11:44,13:14,2
E0673,B4139,S218,15:47,17:17,1
E0674,B4744,S218,15:27,16:57,1
E0675,B0053,S218,17:53,19:23,3
E0676,B6850,S218,12:48,14:18,2
E0677,B7783,S218,12:02,13:32,2
E0678,B8137,S218,12:45,14:15,3
E0679,B8391,S218,13:57,15:27,2
E0680,B1568,S219,16:57,18:27,4
E0681,B2181,S220,11:44,13:14,3
E0682,B2063,S015,13:43,15:13,3
E0683,B1235,S221,18:25,19:55,1
E0684,B5704,S221,17:19,18:49,2
E0685,B8468,S222,15:39,17:09,1
E0686,B1389,S223,11:53,13:23,1
E0687,B1389,S223,12:09,13:39,3
E0688,B2063,S015,13:54,15:24,10
E0689,B1389,S223,12:34,14:04,1
E0690,B1389,S223,12:53,14:23,1
E0691,B1389,S223,13:13,14:43,1
E0692,B1389,S223,13:57,15:27,1
E0693,B4512,S223,11:45,13:15,2
E0694,B4512,S223,11:55,13:25,1
E0695,B4512,S223,12:10,13:40,3
E0696,B4512,S223,12:27,13:57,1
E0697,B4512,S223,12:39,14:09,1
E0698,B4512,S223,13:00,14:30,1
E0699,B2063,S015,15:05,16:35,1
E0700,B4512,S223,13:13,14:43,1
E0701,B4512,S223,13:35,15:05,1
E0702,B4512,S223,13:54,15:24,2
E0703,B4512,S223,14:03,15:33,2
E0704,B4512,S223,17:10,18:40,1
E0705,B4512,S223,18:24,19:54,1
E0706,B4568,S223,11:54,13:24,1
E0707,B4568,S223,12:07,13:37,2
E0708,B2063,S015,17:30,19:00,1
E0709,B6525,S223,11:32,13:02,1
E0710,B6525,S223,12:09,13:39,1
E0711,B6525,S223,12:32,14:02,1
E0712,B6525,S223,13:16,14:46,1
E0713,B6719,S223,12:06,13:36,1
E0714,B6719,S223,13:40,15:10,1
E0715,B8742,S223,11:59,13:29,1
E0716,B2063,S015,17:43,19:13,1
E0717,B8742,S223,12:13,13:43,1
E0718,B8742,S223,13:23,14:53,1
E0719,B8742,S223,13:30,15:00,1
E0720,B8742,S223,13:33,15:03,1
E0721,B1389,S224,12:37,14:07,2
E0722,B1389,S224,13:42,15:12,1
E0723,B1389,S224,13:46,15:16,1
E0724,B1389,S224,14:06,15:36,1
E0725,B1389,S224,17:45,19:15,1
E0726,B2063,S015,17:55,19:25,11
E0727,B1389,S224,18:14,19:44,2
E0728,B1432,S224,18:21,19:51,2
E0729,B4512,S224,11:56,13:26,3
E0730,B4512,S224,12:28,13:58,4
E0731,B4512,S224,12:30,14:00,1
E0732,B4512,S224,12:41,14:11,3
E0733,B4512,S224,12:53,14:23,4
E0734,B4512,S224,13:10,14:40,1
E0735,B4512,S224,13:16,14:46,1
E0736,B4512,S224,14:54,16:24,1
E0737,B2063,S015,18:12,19:42,1
E0738,B4512,S224,16:16,17:46,1
E0739,B4512,S224,17:42,19:12,3
E0740,B4512,S224,17:58,19:28,4
E0741,B4512,S224,18:14,19:44,4
E0742,B4568,S224,11:41,13:11,1
E0743,B4568,S224,12:28,13:58,1
E0744,B4568,S224,12:32,14:02,1
E0745,B4568,S224,17:47,19:17,1
E0746,B2637,S015,18:16,19:46,1
E0747,B5946,S224,11:36,13:06,1
E0748,B5946,S224,13:21,14:51,1
E0749,B6525,S224,12:18,13:48,1
E0750,B1207,S003,11:56,13:26,3
E0751,B2739,S015,11:44,13:14,4
E0752,B6525,S224,17:07,18:37,1
E0753,B8742,S224,11:44,13:14,2
E0754,B8742,S224,12:14,13:44,1
E0755,B1389,S225,12:15,13:45,4
E0756,B1389,S225,12:23,13:53,3
E0757,B1389,S225,12:30,14:00,1
E0758,B1389,S225,12:36,14:06,2
E0759,B1389,S225,12:54,14:24,1
E0760,B1389,S225,13:14,14:44,1
E0761,B2739,S015,11:57,13:27,1
E0762,B1389,S225,13:28,14:58,1
E0763,B1389,S225,13:41,15:11,1
E0764,B1389,S225,17:43,19:13,2
E0765,B1389,S225,17:51,19:21,1
E0766,B4512,S225,11:42,13:12,8
E0767,B4512,S225,11:49,13:19,2
E0768,B4512,S225,12:08,13:38,1
E0769,B4512,S225,12:26,13:56,6
E0770,B4512,S225,12:44,14:14,11
E0771,B4512,S225,12:58,14:28,23
E0772,B2853,S015,12:19,13:49,1
E0773,B4512,S225,13:12,14:42,1
E0774,B4512,S225,13:29,14:59,14
E0775,B4512,S225,13:38,15:08,1
E0776,B4512,S225,13:54,15:24,1
E0777,B4512,S225,14:08,15:38,5
E0778,B4512,S225,16:58,18:28,1
E0779,B4512,S225,17:24,18:54,6
E0780,B4512,S225,17:34,19:04,1
E0781,B4512,S225,17:57,19:27,6
E0782,B4512,S225,18:13,19:43,12
E0783,B2853,S015,15:54,17:24,4
E0784,B4512,S225,18:26,19:56,7
E0785,B4568,S225,17:55,19:25,1
E0786,B3148,S015,11:54,13:24,2
E0787,B6525,S225,12:18,13:48,4
E0788,B6525,S225,12:54,14:24,1
E0789,B0805,S225,11:40,13:10,5
E0790,B8742,S225,11:46,13:16,1
E0791,B8742,S225,12:25,13:55,1
E0792,B8742,S225,12:38,14:08,3
E0793,B8742,S225,12:58,14:28,1
E0794,B8742,S225,13:08,14:38,1
E0795,B8742,S225,13:35,15:05,1
E0796,B3148,S015,12:07,13:37,1
E0797,B8742,S225,14:15,15:45,1
E0798,B4351,S226,13:26,14:56,5
E0799,B4512,S226,17:10,18:40,2
E0800,B1389,S227,12:21,13:51,1
E0801,B4512,S227,12:56,14:26,2
E0802,B4512,S227,17:47,19:17,1
E0803,B4512,S227,18:01,19:31,1
E0804,B3148,S015,12:28,13:58,3
E0805,B4926,S227,13:11,14:41,1
E0806,B1389,S228,12:58,14:28,1
E0807,B1389,S228,13:21,14:51,1
E0808,B4512,S228,11:45,13:15,3
E0809,B4512,S228,11:58,13:28,13
E0810,B4512,S228,12:12,13:42,23
E0811,B4512,S228,12:35,14:05,1
E0812,B3148,S015,12:49,14:19,3
E0813,B4512,S228,13:19,14:49,2
E0814,B4512,S228,14:11,15:41,4
E0815,B4512,S228,17:39,19:09,4
E0816,B4512,S228,17:52,19:22,3
E0817,B4512,S228,18:28,19:58,2
E0818,B4568,S228,11:48,13:18,7
E0819,B4926,S228,12:56,14:26,1
E0820,B5946,S228,14:38,16:08,4
E0821,B3148,S015,14:21,15:51,1
E0822,B6525,S228,13:12,14:42,1
E0823,B1389,S229,11:59,13:29,2
E0824,B1389,S229,12:05,13:35,1
E0825,B1389,S229,12:26,13:56,2
E0826,B1389,S229,12:40,14:10,1
E0827,B1389,S229,13:39,15:09,1
E0828,B3148,S015,14:45,16:15,1
E0829,B1389,S229,14:30,16:00,1
E0830,B1389,S229,15:02,16:32,2
E0831,B1389,S229,17:55,19:25,2
E0832,B1389,S229,18:12,19:42,4
E0833,B4512,S229,11:44,13:14,6
E0834,B4512,S229,11:56,13:26,8
E0835,B4512,S229,12:09,13:39,9
E0836,B4512,S229,12:45,14:15,6
E0837,B4512,S229,12:59,14:29,6
E0838,B4512,S229,13:08,14:38,4
E0839,B1207,S003,12:25,13:55,6
E0840,B3148,S015,14:56,16:26,1
E0841,B4512,S229,13:45,15:15,3
E0842,B4512,S229,15:36,17:06,1
E0843,B4512,S229,16:18,17:48,2
E0844,B4512,S229,17:35,19:05,3
E0845,B4512,S229,17:51,19:21,1
E0846,B4512,S229,18:20,19:50,1
E0847,B4568,S229,13:08,14:38,2
E0848,B4568,S229,14:38,16:08,4
E0849,B4568,S229,18:19,19:49,1
E0850,B3148,S015,15:53,17:23,1
E0851,B5946,S229,12:22,13:52,2
E0852,B6446,S229,12:33,14:03,2
E0853,B3148,S015,16:28,17:58,2
E0854,B6525,S229,12:54,14:24,3
E0855,B6525,S229,18:18,19:48,2
E0856,B8742,S229,11:49,13:19,2
E0857,B8742,S229,15:05,16:35,2
E0858,B2713,S230,11:51,13:21,2
E0859,B4163,S230,14:19,15:49,1
E0860,B6562,S230,15:25,16:55,1
E0861,B7177,S231,14:32,16:02,3
E0862,B0483,S232,11:33,13:03,1
E0863,B6841,S232,12:41,14:11,1
E0864,B3148,S015,16:59,18:29,1
E0865,B2726,S233,17:42,19:12,1
E0866,B6025,S233,11:37,13:07,1
E0867,B7662,S233,18:22,19:52,2
E0868,B8715,S233,17:32,19:02,2
E0869,B3631,S234,17:50,19:20,3
E0870,B2375,S235,13:06,14:36,2
E0871,B0548,S235,13:23,14:53,2
E0872,B3148,S015,17:08,18:38,2
E0873,B7177,S236,14:47,16:17,2
E0874,B2582,S237,12:23,13:53,2
E0875,B5308,S237,11:48,13:18,3
E0876,B5308,S237,15:00,16:30,3
E0877,B5308,S237,17:13,18:43,2
E0878,B7972,S237,15:02,16:32,4
E0879,B0884,S237,12:11,13:41,3
E0880,B9050,S237,13:49,15:19,1
E0881,B7639,S238,11:43,13:13,2
E0882,B1310,S239,12:16,13:46,3
E0883,B3148,S015,17:39,19:09,1
E0884,B0548,S239,13:35,15:05,2
E0885,B3873,S240,11:41,13:11,2
E0886,B7926,S241,12:17,13:47,1
E0887,B8143,S241,12:51,14:21,1
E0888,B0698,S242,12:57,14:27,4
E0889,B0698,S242,14:12,15:42,6
E0890,B0340,S243,11:32,13:02,2
E0891,B0340,S243,17:50,19:20,1
E0892,B0752,S243,12:31,14:01,2
E0893,B3148,S015,18:00,19:30,2
E0894,B3266,S244,17:54,19:24,1
E0895,B3266,S245,12:17,13:47,1
E0896,B1320,S246,11:47,13:17,3
E0897,B1389,S246,18:19,19:49,2
E0898,B1911,S246,11:54,13:24,1
E0899,B3177,S246,17:43,19:13,3
E0900,B4182,S246,12:58,14:28,3
E0901,B4351,S246,17:58,19:28,4
E0902,B4652,S246,11:36,13:06,1
E0903,B3148,S015,18:28,19:58,1
E0904,B7780,S246,12:20,13:50,3
E0905,B8110,S246,11:56,13:26,1
E0906,B8767,S246,11:59,13:29,2
E0907,B0340,S247,18:05,19:35,1
E0908,B1389,S248,11:46,13:16,8
E0909,B0318,S015,11:53,13:23,1
E0910,B1389,S248,18:16,19:46,13
E0911,B2102,S248,11:43,13:13,10
E0912,B2180,S248,11:48,13:18,4
E0913,B4512,S248,11:45,13:15,19
E0914,B4512,S248,11:48,13:18,7
E0915,B4512,S248,14:14,15:44,9
E0916,B4512,S248,17:57,19:27,12
E0917,B4968,S248,12:55,14:25,17
E0918,B4968,S248,18:24,19:54,12
E0919,B0318,S015,12:05,13:35,2
E0920,B0689,S248,12:42,14:12,13
E0921,B0805,S248,13:44,15:14,11
E0922,B8742,S248,12:53,14:23,10
E0923,B8742,S248,17:55,19:25,10
E0924,B3199,S249,11:42,13:12,6
E0925,B4790,S249,13:03,14:33,5
E0926,B5981,S249,11:37,13:07,2
E0927,B5981,S249,12:53,14:23,6
E0928,B4596,S001,11:54,13:24,1
E0929,B1207,S003,14:48,16:18,1
E0930,B0318,S015,12:18,13:48,1
E0931,B0137,S250,16:45,18:15,8
E0932,B7639,S250,17:53,19:23,12
E0933,B1348,S251,15:50,17:20,9
E0934,B7639,S251,16:52,18:22,12
E0935,B8706,S252,17:53,19:23,3
E0936,B0340,S253,16:29,17:59,2
E0937,B0340,S253,16:33,18:03,2
E0938,B7893,S254,13:34,15:04,2
E0939,B6719,S255,12:35,14:05,1
E0940,B4556,S256,18:23,19:53,1
E0941,B0318,S015,17:32,19:02,2
E0942,B0957,S256,16:12,17:42,1
E0943,B2978,S257,14:10,15:40,2
E0944,B7007,S257,12:46,14:16,2
E0945,B2582,S258,15:10,16:40,2
E0946,B3756,S258,12:46,14:16,3
E0947,B7817,S258,17:06,18:36,1
E0948,B1066,S259,15:21,16:51,2
E0949,B2582,S259,11:35,13:05,3
E0950,B2942,S259,16:06,17:36,2
E0951,B0318,S015,18:26,19:56,1
E0952,B4849,S259,15:50,17:20,2
E0953,B5308,S259,12:59,14:29,1
E0954,B7397,S259,12:36,14:06,1
E0955,B5308,S260,16:12,17:42,1
E0956,B0265,S261,16:48,18:18,6
E0957,B0423,S261,18:28,19:58,5
E0958,B9020,S261,15:22,16:52,5
E0959,B0105,S262,13:48,15:18,2
E0960,B5685,S262,16:18,17:48,1
E0961,B3434,S015,12:02,13:32,1
E0962,B0711,S262,12:40,14:10,1
E0963,B8301,S262,11:53,13:23,1
E0964,B9019,S262,12:34,14:04,3
E0965,B2804,S263,13:24,14:54,2
E0966,B4512,S263,17:53,19:23,1
E0967,B5507,S263,13:08,14:38,3
E0968,B5946,S263,13:13,14:43,2
E0969,B6446,S263,11:38,13:08,2
E0970,B0739,S263,16:46,18:16,1
E0971,B1846,S264,13:55,15:25,3
E0972,B3434,S015,12:55,14:25,3
E0973,B2971,S265,17:39,19:09,3
E0974,B4354,S265,14:05,15:35,2
E0975,B5144,S265,11:39,13:09,2
E0976,B0574,S265,14:08,15:38,2
E0977,B8429,S265,16:57,18:27,1
E0978,B8458,S265,11:45,13:15,2
E0979,B8523,S265,17:17,18:47,2
E0980,B1506,S266,12:56,14:26,2
E0981,B3137,S266,17:30,19:00,2
E0982,B4145,S266,18:19,19:49,2
E0983,B3434,S015,13:13,14:43,5
E0984,B4474,S266,17:58,19:28,2
E0985,B9167,S266,13:40,15:10,3
E0986,B7036,S267,13:44,15:14,12
E0987,B5308,S268,16:25,17:55,3
E0988,B8708,S269,15:07,16:37,5
E0989,B6429,S270,17:57,19:27,2
E0990,B8595,S271,17:08,18:38,1
E0991,B0186,S272,17:54,19:24,1
E0992,B3435,S015,17:58,19:28,1
E0993,B0519,S272,11:36,13:06,1
E0994,B5340,S272,15:09,16:39,1
E0995,B6386,S272,15:36,17:06,1
E0996,B6652,S272,18:10,19:40,2
E0997,B2876,S273,18:19,19:49,11
E0998,B6322,S273,14:05,15:35,8
E0999,B7044,S273,13:18,14:48,15
E1000,B4098,S274,18:11,19:41,1
E1001,B0483,S274,11:48,13:18,2
E1002,B0483,S274,17:15,18:45,3
E1003,B4968,S274,13:20,14:50,1
E1004,B4968,S274,17:14,18:44,1
E1005,B5734,S274,12:26,13:56,1
E1006,B5734,S274,13:56,15:26,1
E1007,B6755,S274,17:23,18:53,2
E1008,B7281,S274,12:11,13:41,3
E1009,B7281,S274,17:05,18:35,3
E1010,B8344,S274,13:06,14:36,2
E1011,B2804,S275,18:17,19:47,1
E1012,B0483,S275,13:43,15:13,2
E1013,B7281,S275,15:11,16:41,1
E1014,B7281,S275,16:10,17:40,1
E1015,B5640,S276,15:25,16:55,1
E1016,B0519,S277,17:37,19:07,1
E1017,B5716,S277,17:07,18:37,1
E1018,B5830,S277,12:51,14:21,2
E1019,B4086,S278,14:02,15:32,2
E1020,B5295,S279,12:11,13:41,2
E1021,B6740,S279,17:21,18:51,4
E1022,B8322,S279,16:05,17:35,2
E1023,B5090,S280,17:35,19:05,7
E1024,B1066,S281,13:36,15:06,2
E1025,B2876,S281,17:52,19:22,2
E1026,B8828,S282,14:13,15:43,1
E1027,B1135,S283,14:09,15:39,2
E1028,B3009,S283,11:39,13:09,3
E1029,B1207,S003,16:50,18:20,7
E1030,B3009,S283,12:27,13:57,1
E1031,B3009,S283,17:34,19:04,1
E1032,B3626,S283,11:58,13:28,7
E1033,B2607,S284,18:02,19:32,3
E1034,B7591,S285,17:45,19:15,1
E1035,B3651,S286,16:22,17:52,1
E1036,B0208,S287,11:53,13:23,2
E1037,B2323,S288,17:52,19:22,19
E1038,B5379,S289,18:07,19:37,1
E1039,B4239,S015,11:43,13:13,2
E1040,B6083,S289,17:13,18:43,1
E1041,B8143,S289,17:01,18:31,1
E1042,B9081,S289,14:18,15:48,1
E1043,B0242,S290,18:29,19:59,2
E1044,B4861,S291,18:08,19:38,4
E1045,B6559,S291,11:30,13:00,1
E1046,B7351,S291,12:12,13:42,1
E1047,B7351,S291,17:42,19:12,2
E1048,B4239,S015,11:58,13:28,4
E1049,B8716,S291,12:00,13:30,1
E1050,B0313,S292,12:55,14:25,1
E1051,B0105,S293,11:40,13:10,1
E1052,B4250,S293,17:56,19:26,2
E1053,B1282,S294,15:25,16:55,3
E1054,B1282,S294,17:43,19:13,2
E1055,B1282,S294,18:01,19:31,2
E1056,B3209,S294,14:47,16:17,2
E1057,B3314,S294,16:02,17:32,2
E1058,B4239,S015,12:13,13:43,2
E1059,B3314,S294,16:52,18:22,1
E1060,B0005,S294,12:41,14:11,2
E1061,B4079,S294,11:35,13:05,1
E1062,B4079,S294,14:00,15:30,2
E1063,B4079,S294,14:05,15:35,2
E1064,B4079,S294,14:25,15:55,4
E1065,B4079,S294,15:13,16:43,1
E1066,B4079,S294,16:03,17:33,3
E1067,B0425,S294,12:36,14:06,2
E1068,B5756,S294,13:53,15:23,2
E1069,B4239,S015,12:33,14:03,11
E1070,B5756,S294,14:53,16:23,2
E1071,B5756,S294,17:34,19:04,6
E1072,B6390,S294,14:53,16:23,4
E1073,B6390,S294,15:57,17:27,4
E1074,B6406,S294,11:37,13:07,2
E1075,B6442,S294,13:51,15:21,2
E1076,B6442,S294,17:02,18:32,1
E1077,B6776,S294,16:58,18:28,2
E1078,B6827,S294,12:35,14:05,3
E1079,B6827,S294,15:14,16:44,3
E1080,B4239,S015,12:58,14:28,4
E1081,B6827,S294,17:39,19:09,2
E1082,B7300,S294,13:21,14:51,2
E1083,B7300,S294,15:08,16:38,2
E1084,B7555,S294,11:31,13:01,5
E1085,B8393,S294,13:55,15:25,1
E1086,B8393,S294,14:06,15:36,1
E1087,B4239,S015,13:27,14:57,6
E1088,B8926,S294,16:28,17:58,1
E1089,B9191,S294,14:32,16:02,2
E1090,B9191,S294,17:11,18:41,1
E1091,B0986,S294,13:39,15:09,2
E1092,B0986,S294,17:32,19:02,2
E1093,B6792,S295,13:29,14:59,3
E1094,B9190,S296,11:30,13:00,2
E1095,B1891,S297,18:21,19:51,1
E1096,B1655,S298,12:07,13:37,1
E1097,B4239,S015,13:41,15:11,4
E1098,B1799,S298,12:55,14:25,1
E1099,B3009,S298,12:56,14:26,1
E1100,B4693,S298,12:03,13:33,1
E1101,B7987,S298,11:55,13:25,2
E1102,B7987,S298,12:29,13:59,3
E1103,B2115,S299,18:28,19:58,3
E1104,B0442,S299,12:50,14:20,1
E1105,B5722,S299,11:41,13:11,1
E1106,B5890,S299,12:33,14:03,3
E1107,B6028,S299,11:34,13:04,2
E1108,B4239,S015,14:20,15:50,1
E1109,B6028,S299,12:48,14:18,2
E1110,B6477,S299,15:36,17:06,2
E1111,B1280,S300,12:00,13:30,8
E1112,B1280,S300,12:11,13:41,8
E1113,B1280,S300,15:10,16:40,17
E1114,B1280,S300,17:04,18:34,9
E1115,B2115,S300,18:20,19:50,12
E1116,B2605,S300,13:37,15:07,8
E1117,B0313,S300,12:20,13:50,9
E1118,B4239,S015,18:11,19:41,2
E1119,B4064,S300,17:25,18:55,6
E1120,B5810,S300,13:23,14:53,18
E1121,B6028,S300,17:52,19:22,3
E1122,B6477,S300,16:06,17:36,6
E1123,B7884,S300,12:51,14:21,9
E1124,B8976,S300,18:25,19:55,13
E1125,B1207,S003,18:01,19:31,2
E1126,B4239,S015,18:21,19:51,1
E1127,B4861,S301,12:19,13:49,3
E1128,B3916,S302,17:48,19:18,1
E1129,B0360,S303,11:50,13:20,1
E1130,B4145,S303,12:25,13:55,6
E1131,B4459,S304,14:30,16:00,1
E1132,B2343,S305,14:01,15:31,1
E1133,B8418,S305,18:15,19:45,1
E1134,B1799,S306,12:28,13:58,1
E1135,B3626,S306,16:45,18:15,1
E1136,B0989,S306,15:40,17:10,1
E1137,B6559,S307,15:07,16:37,2
E1138,B0512,S308,13:43,15:13,1
E1139,B0775,S309,11:54,13:24,2
E1140,B9024,S309,17:09,18:39,3
E1141,B1160,S310,12:38,14:08,3
E1142,B1091,S311,13:44,15:14,2
E1143,B1091,S311,15:28,16:58,1
E1144,B1091,S311,18:16,19:46,3
E1145,B0512,S311,13:21,14:51,5
E1146,B9095,S312,11:57,13:27,3
E1147,B2433,S313,13:02,14:32,1
E1148,B1787,S314,12:42,14:12,5
E1149,B3979,S314,11:50,13:20,3
E1150,B4068,S314,11:42,13:12,1
E1151,B4469,S314,11:53,13:23,3
E1152,B0713,S314,12:31,14:01,3
E1153,B8795,S314,16:39,18:09,6
E1154,B6895,S315,16:47,18:17,3
E1155,B1393,S316,15:23,16:53,2
E1156,B3915,S317,14:47,16:17,1
E1157,B6648,S317,11:50,13:20,2
E1158,B2268,S318,16:28,17:58,3
E1159,B3462,S318,14:18,15:48,2
E1160,B6137,S318,12:27,13:57,1
E1161,B5299,S319,13:11,14:41,1
E1162,B4054,S320,11:53,13:23,1
E1163,B7252,S320,12:19,13:49,1
E1164,B7433,S320,17:42,19:12,1
E1165,B7476,S320,18:23,19:53,1
E1166,B8183,S321,18:27,19:57,11
E1167,B3257,S322,12:02,13:32,2
E1168,B3590,S322,14:00,15:30,2
E1169,B0155,S323,14:11,15:41,1
E1170,B5442,S323,15:51,17:21,1
E1171,B3462,S324,13:59,15:29,2
E1172,B4658,S015,11:38,13:08,3
E1173,B8569,S324,12:12,13:42,1
E1174,B8464,S325,13:52,15:22,1
E1175,B3452,S326,12:50,14:20,2
E1176,B3452,S326,13:58,15:28,7
E1177,B3452,S326,16:22,17:52,2
E1178,B6251,S326,16:33,18:03,1
E1179,B6257,S326,18:20,19:50,2
E1180,B4054,S327,12:10,13:40,3
E1181,B6137,S327,12:11,13:41,2
E1182,B4658,S015,11:59,13:29,16
E1183,B6225,S328,12:48,14:18,1
E1184,B3065,S329,11:56,13:26,2
E1185,B2280,S330,11:44,13:14,1
E1186,B2820,S331,14:28,15:58,1
E1187,B3850,S332,13:04,14:34,1
E1188,B5391,S332,14:21,15:51,1
E1189,B1771,S333,14:30,16:00,2
E1190,B3008,S333,14:28,15:58,1
E1191,B8617,S333,13:56,15:26,1
E1192,B4658,S015,12:18,13:48,3
E1193,B6858,S334,14:29,15:59,3
E1194,B7536,S334,17:31,19:01,3
E1195,B1318,S335,17:12,18:42,1
E1196,B4012,S335,14:20,15:50,2
E1197,B7803,S335,16:51,18:21,2
E1198,B7888,S335,11:43,13:13,2
E1199,B4658,S015,13:29,14:59,2
E1200,B7888,S335,18:21,19:51,3
E1201,B9009,S335,11:43,13:13,1
E1202,B1845,S336,13:00,14:30,1
E1203,B6251,S337,12:53,14:23,1
E1204,B8020,S337,17:04,18:34,2
E1205,B8020,S337,18:28,19:58,3
E1206,B3734,S338,15:01,16:31,1
E1207,B1424,S003,13:50,15:20,4
E1208,B4658,S015,13:59,15:29,3
E1209,B1627,S339,13:00,14:30,1
E1210,B1627,S339,17:26,18:56,2
E1211,B2816,S339,16:40,18:10,3
E1212,B5034,S339,12:40,14:10,2
E1213,B5034,S339,16:36,18:06,1
E1214,B1627,S340,13:12,14:42,1
E1215,B2378,S340,12:56,14:26,1
E1216,B2378,S340,13:12,14:42,1
E1217,B4658,S015,14:04,15:34,1
E1218,B2764,S340,15:34,17:04,1
E1219,B1240,S341,11:43,13:13,4
E1220,B4243,S341,12:34,14:04,2
E1221,B4243,S341,13:03,14:33,1
E1222,B4243,S341,14:01,15:31,2
E1223,B4243,S341,16:59,18:29,2
E1224,B4772,S341,12:43,14:13,2
E1225,B6858,S342,15:36,17:06,1
E1226,B0097,S343,12:27,13:57,3
E1227,B4658,S015,14:31,16:01,1
E1228,B4663,S344,12:06,13:36,1
E1229,B8910,S345,15:16,16:46,1
E1230,B1240,S346,13:24,14:54,1
E1231,B2819,S347,14:18,15:48,14
E1232,B3146,S347,15:46,17:16,20
E1233,B3559,S347,12:02,13:32,12
E1234,B4921,S347,17:59,19:29,8
E1235,B4658,S015,15:16,16:46,1
E1236,B5895,S347,13:02,14:32,11
E1237,B6401,S347,15:31,17:01,9
E1238,B9095,S347,11:50,13:20,15
E1239,B3590,S348,13:26,14:56,2
E1240,B1627,S349,14:56,16:26,3
E1241,B3858,S349,17:47,19:17,1
E1242,B7803,S349,12:53,14:23,1
E1243,B8121,S349,12:48,14:18,3
E1244,B8121,S349,13:24,14:54,1
E1245,B4658,S015,16:41,18:11,1
E1246,B7509,S350,16:36,18:06,2
E1247,B0074,S351,11:38,13:08,1
E1248,B2057,S352,14:02,15:32,1
E1249,B2267,S352,16:24,17:54,2
E1250,B5155,S352,12:07,13:37,1
E1251,B5294,S352,12:13,13:43,1
E1252,B3559,S353,12:54,14:24,1
E1253,B5187,S353,13:46,15:16,1
E1254,B5294,S354,13:19,14:49,1
E1255,B5294,S354,14:54,16:24,1
E1256,B4658,S015,18:04,19:34,1
E1257,B0667,S355,15:08,16:38,1
E1258,B6949,S355,16:02,17:32,1
E1259,B8115,S356,16:51,18:21,1
E1260,B7033,S357,11:53,13:23,3
E1261,B2446,S358,11:58,13:28,9
E1262,B2446,S358,13:25,14:55,7
E1263,B3449,S358,16:44,18:14,9
E1264,B3449,S358,16:47,18:17,4
E1265,B7803,S359,16:25,17:55,2
E1266,B0275,S360,12:11,13:41,4
E1267,B5042,S015,12:01,13:31,1
E1268,B1560,S361,14:03,15:33,3
E1269,B2029,S361,12:43,14:13,1
E1270,B4961,S361,12:56,14:26,2
E1271,B6510,S361,14:39,16:09,4
E1272,B7978,S361,12:05,13:35,2
E1273,B8355,S361,12:13,13:43,2
E1274,B2425,S362,11:41,13:11,1
E1275,B1101,S363,13:07,14:37,1
E1276,B1019,S364,12:52,14:22,1
E1277,B1019,S364,13:11,14:41,1
E1278,B5042,S015,16:55,18:25,2
E1279,B4606,S364,14:09,15:39,1
E1280,B4606,S364,14:41,16:11,1
E1281,B6121,S364,17:58,19:28,1
E1282,B6335,S364,13:23,14:53,1
E1283,B4033,S365,15:59,17:29,6
E1284,B6456,S365,15:14,16:44,3
E1285,B8256,S365,15:10,16:40,3
E1286,B5067,S015,11:51,13:21,2
E1287,B1725,S366,12:55,14:25,1
E1288,B0275,S366,13:02,14:32,1
E1289,B4243,S366,13:22,14:52,1
E1290,B4835,S366,12:17,13:47,1
E1291,B4939,S366,18:23,19:53,2
E1292,B5236,S366,11:57,13:27,3
E1293,B5895,S366,11:53,13:23,4
E1294,B5895,S366,14:23,15:53,2
E1295,B6401,S366,15:15,16:45,1
E1296,B5067,S015,12:07,13:37,2
E1297,B8089,S366,12:31,14:01,1
E1298,B8160,S366,18:20,19:50,1
E1299,B9095,S366,12:48,14:18,1
E1300,B9095,S366,17:55,19:25,2
E1301,B0812,S367,14:24,15:54,2
E1302,B1309,S368,12:27,13:57,1
E1303,B3144,S368,16:18,17:48,1
E1304,B4025,S368,13:06,14:36,3
E1305,B1424,S003,17:39,19:09,1
E1306,B5067,S015,12:25,13:55,3
E1307,B5534,S368,12:48,14:18,4
E1308,B7641,S368,12:17,13:47,1
E1309,B7841,S368,13:05,14:35,3
E1310,B1715,S369,11:53,13:23,2
E1311,B2764,S369,14:51,16:21,1
E1312,B3049,S369,17:58,19:28,2
E1313,B3664,S369,17:15,18:45,5
E1314,B4772,S369,12:04,13:34,3
E1315,B4844,S369,14:12,15:42,2
E1316,B5067,S015,12:45,14:15,2
E1317,B4939,S369,14:06,15:36,2
E1318,B5236,S369,11:49,13:19,1
E1319,B5453,S369,17:20,18:50,3
E1320,B6359,S369,17:51,19:21,2
E1321,B8018,S369,17:11,18:41,2
E1322,B8039,S369,12:50,14:20,2
E1323,B0812,S369,18:10,19:40,2
E1324,B8160,S369,13:37,15:07,2
E1325,B9095,S369,12:38,14:08,2
E1326,B0338,S370,12:02,13:32,3
E1327,B5067,S015,13:02,14:32,1
E1328,B8761,S370,14:35,16:05,4
E1329,B8930,S370,11:42,13:12,4
E1330,B1019,S371,12:07,13:37,1
E1331,B4606,S371,13:56,15:26,1
E1332,B7588,S371,12:24,13:54,1
